#--------------------------------------------------------------------------------
# Auto-generated by Migen (--------) & LiteX (3350d33f) on 2020-02-03 11:41:31
#--------------------------------------------------------------------------------
csr_base,ctrl,0x82000000,,
csr_base,identifier_mem,0x82001800,,
csr_base,timer0,0x82002000,,
csr_base,ddrphy,0x82002800,,
csr_base,sdram,0x82004000,,
csr_register,ctrl_reset,0x82000000,1,rw
csr_register,ctrl_scratch,0x82000004,4,rw
csr_register,ctrl_bus_errors,0x82000014,4,ro
csr_register,timer0_load,0x82002000,4,rw
csr_register,timer0_reload,0x82002010,4,rw
csr_register,timer0_en,0x82002020,1,rw
csr_register,timer0_update_value,0x82002024,1,rw
csr_register,timer0_value,0x82002028,4,ro
csr_register,timer0_ev_status,0x82002038,1,rw
csr_register,timer0_ev_pending,0x8200203c,1,rw
csr_register,timer0_ev_enable,0x82002040,1,rw
csr_register,ddrphy_half_sys8x_taps,0x82002800,1,rw
csr_register,ddrphy_cdly_rst,0x82002804,1,rw
csr_register,ddrphy_cdly_inc,0x82002808,1,rw
csr_register,ddrphy_dly_sel,0x8200280c,1,rw
csr_register,ddrphy_rdly_dq_rst,0x82002810,1,rw
csr_register,ddrphy_rdly_dq_inc,0x82002814,1,rw
csr_register,ddrphy_rdly_dq_bitslip_rst,0x82002818,1,rw
csr_register,ddrphy_rdly_dq_bitslip,0x8200281c,1,rw
csr_register,sdram_dfii_control,0x82004000,1,rw
csr_register,sdram_dfii_pi0_command,0x82004004,1,rw
csr_register,sdram_dfii_pi0_command_issue,0x82004008,1,rw
csr_register,sdram_dfii_pi0_address,0x8200400c,2,rw
csr_register,sdram_dfii_pi0_baddress,0x82004014,1,rw
csr_register,sdram_dfii_pi0_wrdata,0x82004018,4,rw
csr_register,sdram_dfii_pi0_rddata,0x82004028,4,ro
csr_register,sdram_dfii_pi1_command,0x82004038,1,rw
csr_register,sdram_dfii_pi1_command_issue,0x8200403c,1,rw
csr_register,sdram_dfii_pi1_address,0x82004040,2,rw
csr_register,sdram_dfii_pi1_baddress,0x82004048,1,rw
csr_register,sdram_dfii_pi1_wrdata,0x8200404c,4,rw
csr_register,sdram_dfii_pi1_rddata,0x8200405c,4,ro
csr_register,sdram_dfii_pi2_command,0x8200406c,1,rw
csr_register,sdram_dfii_pi2_command_issue,0x82004070,1,rw
csr_register,sdram_dfii_pi2_address,0x82004074,2,rw
csr_register,sdram_dfii_pi2_baddress,0x8200407c,1,rw
csr_register,sdram_dfii_pi2_wrdata,0x82004080,4,rw
csr_register,sdram_dfii_pi2_rddata,0x82004090,4,ro
csr_register,sdram_dfii_pi3_command,0x820040a0,1,rw
csr_register,sdram_dfii_pi3_command_issue,0x820040a4,1,rw
csr_register,sdram_dfii_pi3_address,0x820040a8,2,rw
csr_register,sdram_dfii_pi3_baddress,0x820040b0,1,rw
csr_register,sdram_dfii_pi3_wrdata,0x820040b4,4,rw
csr_register,sdram_dfii_pi3_rddata,0x820040c4,4,ro
constant,config_clock_frequency,50000000,,
constant,config_cpu_type,none,,
constant,config_cpu_type_none,None,,
constant,config_csr_alignment,32,,
constant,config_csr_data_width,8,,
constant,config_l2_size,32,,
constant,config_shadow_base,2147483648,,
memory_region,sram,0x01000000,4096,cached
memory_region,csr,0x82000000,65536,cached
memory_region,main_ram,0x40000000,268435456,cached
